Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,ObjectNumber,outer_intensity_mean,inner_intensity_mean,intensity_ratio
A549,8.0,control,2,3,0.0,2,1324.8748479318735,3304.3953919491523,0.40094319558724906
A549,8.0,control,2,3,0.0,3,658.8446484071484,692.7378926701571,0.951073494576185
A549,8.0,control,2,3,0.0,4,1844.716492344188,2175.477083333333,0.8479595149389744
A549,8.0,control,2,3,0.0,5,1158.8115760702187,1150.472237880496,1.0072486218399204
A549,8.0,control,2,3,0.0,6,1501.1938572961374,2188.0009720062208,0.6861029206580578
A549,8.0,control,3,3,0.0,1,780.510014179369,778.8522128556375,1.002128518474196
A549,8.0,control,3,3,0.0,2,550.4229285714285,552.4186658249158,0.9963872740424021
A549,8.0,control,3,3,0.0,3,836.7788562434417,904.411044973545,0.9252196342515017
A549,8.0,control,3,3,0.0,4,594.0169104012137,551.8878638253639,1.0763362438953377
A549,8.0,control,4,3,0.0,1,958.4625933222729,896.234375,1.0694329742956723
A549,8.0,control,4,3,0.0,2,2478.3395215133532,6993.952114427861,0.35435465970674485
A549,8.0,control,4,3,0.0,3,864.1492275280899,1094.3486635220127,0.7896470808005036
A549,8.0,control,4,3,0.0,4,745.2033460872076,805.2554025423728,0.9254248325865715
A549,8.0,control,5,3,0.0,1,1470.3799769027717,1740.4179147465438,0.8448430485829045
A549,8.0,control,5,3,0.0,2,839.1176227113361,804.4067076359833,1.0431509518081499
A549,8.0,control,5,3,0.0,3,695.1926020408164,516.6096176821983,1.3456826552317047
A549,8.0,control,5,3,0.0,4,910.9431270096463,1214.41359186747,0.7501094627974638
A549,8.0,control,5,3,0.0,5,1686.2091708542714,1937.455295138889,0.8703215888825933
A549,8.0,control,6,3,0.0,1,1992.3269406452287,2600.649710982659,0.7660881556756928
A549,8.0,control,6,3,0.0,2,2483.8301246070946,3804.0625,0.65294146050626
A549,8.0,control,6,3,0.0,3,890.1561094452774,1212.02890625,0.7344347192175535
A549,8.0,control,6,3,0.0,4,846.332508605852,815.3694942903752,1.0379742123445816
A549,8.0,control,6,3,0.0,5,735.1255644320945,872.8122833622184,0.8422493340724632
A549,8.0,control,6,3,0.0,6,827.5713541666667,909.0195967741936,0.9103999045823
A549,8.0,control,6,3,0.0,7,4806.696950171821,8590.852554179566,0.5595133800583387
A549,8.0,control,6,3,0.0,8,961.9243741153574,1103.4365256124722,0.8717532470491973
A549,8.0,control,7,3,0.0,1,920.9493589118565,1011.8483311518324,0.9101654176407036
